clean_categorie_Applications_PREDICTION,clean_categorie_Autres_PREDICTION,clean_categorie_BDI_PREDICTION,clean_categorie_CRM_PREDICTION,clean_categorie_DELTA_PREDICTION,clean_categorie_E-lions_PREDICTION,clean_categorie_FE_PREDICTION,clean_categorie_Flotte_PREDICTION,clean_categorie_GESGROS_PREDICTION,clean_categorie_Infogérance_PREDICTION,clean_categorie_Infrastructure_PREDICTION,clean_categorie_M3_PREDICTION,clean_categorie_Materiel_PREDICTION,clean_categorie_Optimaint_PREDICTION,clean_categorie_Postes_PREDICTION,clean_categorie_Qualishare_PREDICTION,clean_categorie_Reseau_PREDICTION,clean_categorie_Securité_PREDICTION,clean_categorie_Système_PREDICTION,clean_categorie_Workflows_PREDICTION,clean_categorie_PREDICTION,DEPLOYMENT_APPROVAL_STATUS
0.042456765,0.0142146299,0.009996902,0.336384244,0.0066815495,0.0078559782,0.0368860866,0.0092240577,0.0058889561,0.0129530852,0.0147643092,0.249598145,0.0143181923,0.0384927505,0.0486244076,0.0052018961,0.0303805762,0.0243189534,0.0231976271,0.0685608886,CRM,APPROVED
0.0824686162,0.0105407595,0.0066525425,0.3633334614,0.0066714785,0.0058684302,0.0305755308,0.0120565252,0.0044788337,0.0223218509,0.0103631174,0.2301253975,0.0135758247,0.0376497528,0.0274448466,0.0040523546,0.0278026773,0.021383228,0.0157989798,0.0668357924,CRM,APPROVED
0.042456765,0.0142146299,0.009996902,0.336384244,0.0066815495,0.0078559782,0.0368860866,0.0092240577,0.0058889561,0.0129530852,0.0147643092,0.249598145,0.0143181923,0.0384927505,0.0486244076,0.0052018961,0.0303805762,0.0243189534,0.0231976271,0.0685608886,CRM,APPROVED
0.0109183334,0.0190294149,0.0094593938,0.0229977526,0.0069544325,0.0065301666,0.010629101,0.0094981087,0.0047838599,0.0129957091,0.0057338749,0.0810517714,0.0186988706,0.028726996,0.0846329683,0.0040693348,0.5357703962,0.092364572,0.0095350407,0.0256199027,Reseau,APPROVED
0.0727224225,0.0350921277,0.0054816073,0.0125565579,0.0038380423,0.0038451138,0.0098862973,0.0246220476,0.0034321511,0.0398842095,0.0076244366,0.0209593992,0.0075615281,0.0682311462,0.1915373964,0.0029945399,0.4444022406,0.03495706,0.0034690878,0.0069025881,Reseau,APPROVED
0.0727224225,0.0350921277,0.0054816073,0.0125565579,0.0038380423,0.0038451138,0.0098862973,0.0246220476,0.0034321511,0.0398842095,0.0076244366,0.0209593992,0.0075615281,0.0682311462,0.1915373964,0.0029945399,0.4444022406,0.03495706,0.0034690878,0.0069025881,Reseau,APPROVED
0.0727224225,0.0350921277,0.0054816073,0.0125565579,0.0038380423,0.0038451138,0.0098862973,0.0246220476,0.0034321511,0.0398842095,0.0076244366,0.0209593992,0.0075615281,0.0682311462,0.1915373964,0.0029945399,0.4444022406,0.03495706,0.0034690878,0.0069025881,Reseau,APPROVED
0.0727224225,0.0350921277,0.0054816073,0.0125565579,0.0038380423,0.0038451138,0.0098862973,0.0246220476,0.0034321511,0.0398842095,0.0076244366,0.0209593992,0.0075615281,0.0682311462,0.1915373964,0.0029945399,0.4444022406,0.03495706,0.0034690878,0.0069025881,Reseau,APPROVED
0.0727224225,0.0350921277,0.0054816073,0.0125565579,0.0038380423,0.0038451138,0.0098862973,0.0246220476,0.0034321511,0.0398842095,0.0076244366,0.0209593992,0.0075615281,0.0682311462,0.1915373964,0.0029945399,0.4444022406,0.03495706,0.0034690878,0.0069025881,Reseau,APPROVED
0.0286410485,0.0190848345,0.0162013536,0.0402611424,0.0082788829,0.0105359354,0.0318949374,0.0191494167,0.0144928823,0.0221846539,0.0391632817,0.2392401526,0.0180664063,0.0271651378,0.1520265524,0.0061573597,0.0275803219,0.2350031681,0.0150569399,0.0298155921,M3,APPROVED
0.0727224225,0.0350921277,0.0054816073,0.0125565579,0.0038380423,0.0038451138,0.0098862973,0.0246220476,0.0034321511,0.0398842095,0.0076244366,0.0209593992,0.0075615281,0.0682311462,0.1915373964,0.0029945399,0.4444022406,0.03495706,0.0034690878,0.0069025881,Reseau,APPROVED
0.0727224225,0.0350921277,0.0054816073,0.0125565579,0.0038380423,0.0038451138,0.0098862973,0.0246220476,0.0034321511,0.0398842095,0.0076244366,0.0209593992,0.0075615281,0.0682311462,0.1915373964,0.0029945399,0.4444022406,0.03495706,0.0034690878,0.0069025881,Reseau,APPROVED
0.0226583697,0.0108921924,0.0130714719,0.0533766074,0.0050847235,0.0060899703,0.0085281972,0.0103619646,0.0044077258,0.0167477753,0.0179661488,0.6612529927,0.0087640163,0.0249472553,0.0753150423,0.0037994973,0.0133428872,0.0182643988,0.0086999297,0.0164288335,M3,APPROVED
0.0226583697,0.0108921924,0.0130714719,0.0533766074,0.0050847235,0.0060899703,0.0085281972,0.0103619646,0.0044077258,0.0167477753,0.0179661488,0.6612529927,0.0087640163,0.0249472553,0.0753150423,0.0037994973,0.0133428872,0.0182643988,0.0086999297,0.0164288335,M3,APPROVED
0.0338753363,0.0169067523,0.0166739615,0.0665372967,0.0084220029,0.0105325695,0.0101622814,0.0140968365,0.0131048714,0.0209949702,0.0210993318,0.3824144046,0.0191427314,0.027778175,0.1504935518,0.0062457531,0.0296562592,0.0581474305,0.0150135251,0.0787019584,M3,APPROVED
0.0226583697,0.0108921924,0.0130714719,0.0533766074,0.0050847235,0.0060899703,0.0085281972,0.0103619646,0.0044077258,0.0167477753,0.0179661488,0.6612529927,0.0087640163,0.0249472553,0.0753150423,0.0037994973,0.0133428872,0.0182643988,0.0086999297,0.0164288335,M3,APPROVED
0.0226583697,0.0108921924,0.0130714719,0.0533766074,0.0050847235,0.0060899703,0.0085281972,0.0103619646,0.0044077258,0.0167477753,0.0179661488,0.6612529927,0.0087640163,0.0249472553,0.0753150423,0.0037994973,0.0133428872,0.0182643988,0.0086999297,0.0164288335,M3,APPROVED
0.0314625499,0.0169089125,0.0144957256,0.0373202753,0.0071284428,0.0091251289,0.0130773959,0.0122260582,0.0062213358,0.0182737543,0.0190318994,0.2712884866,0.0167312013,0.0328790372,0.1414942701,0.0052427104,0.0312420434,0.2780608894,0.0132816241,0.0245082589,Securité,APPROVED
0.0226583697,0.0108921924,0.0130714719,0.0533766074,0.0050847235,0.0060899703,0.0085281972,0.0103619646,0.0044077258,0.0167477753,0.0179661488,0.6612529927,0.0087640163,0.0249472553,0.0753150423,0.0037994973,0.0133428872,0.0182643988,0.0086999297,0.0164288335,M3,APPROVED
0.0727224225,0.0350921277,0.0054816073,0.0125565579,0.0038380423,0.0038451138,0.0098862973,0.0246220476,0.0034321511,0.0398842095,0.0076244366,0.0209593992,0.0075615281,0.0682311462,0.1915373964,0.0029945399,0.4444022406,0.03495706,0.0034690878,0.0069025881,Reseau,APPROVED
0.0314625499,0.0169089125,0.0144957256,0.0373202753,0.0071284428,0.0091251289,0.0130773959,0.0122260582,0.0062213358,0.0182737543,0.0190318994,0.2712884866,0.0167312013,0.0328790372,0.1414942701,0.0052427104,0.0312420434,0.2780608894,0.0132816241,0.0245082589,Securité,APPROVED
0.0055352861,0.0276435544,0.0067116859,0.0205828661,0.0025437762,0.0033016082,0.0063218108,0.0037320558,0.0025811425,0.0046309369,0.0031916883,0.8541557063,0.0049413209,0.0214804879,0.0072532431,0.0019387639,0.0049921874,0.0108905069,0.0038036596,0.003767713,M3,APPROVED
0.0317418525,0.0457824588,0.0167566109,0.1601858341,0.0087202225,0.0108804379,0.0124380042,0.014026603,0.0075473214,0.0216739376,0.0254365519,0.2548400712,0.0182132278,0.0300244128,0.1628040008,0.0064351161,0.0281994904,0.0735564925,0.0179904899,0.0527468636,M3,APPROVED
0.0226583697,0.0108921924,0.0130714719,0.0533766074,0.0050847235,0.0060899703,0.0085281972,0.0103619646,0.0044077258,0.0167477753,0.0179661488,0.6612529927,0.0087640163,0.0249472553,0.0753150423,0.0037994973,0.0133428872,0.0182643988,0.0086999297,0.0164288335,M3,APPROVED
0.0226583697,0.0108921924,0.0130714719,0.0533766074,0.0050847235,0.0060899703,0.0085281972,0.0103619646,0.0044077258,0.0167477753,0.0179661488,0.6612529927,0.0087640163,0.0249472553,0.0753150423,0.0037994973,0.0133428872,0.0182643988,0.0086999297,0.0164288335,M3,APPROVED
0.0226583697,0.0108921924,0.0130714719,0.0533766074,0.0050847235,0.0060899703,0.0085281972,0.0103619646,0.0044077258,0.0167477753,0.0179661488,0.6612529927,0.0087640163,0.0249472553,0.0753150423,0.0037994973,0.0133428872,0.0182643988,0.0086999297,0.0164288335,M3,APPROVED
0.0226583697,0.0108921924,0.0130714719,0.0533766074,0.0050847235,0.0060899703,0.0085281972,0.0103619646,0.0044077258,0.0167477753,0.0179661488,0.6612529927,0.0087640163,0.0249472553,0.0753150423,0.0037994973,0.0133428872,0.0182643988,0.0086999297,0.0164288335,M3,APPROVED
0.0317418525,0.0457824588,0.0167566109,0.1601858341,0.0087202225,0.0108804379,0.0124380042,0.014026603,0.0075473214,0.0216739376,0.0254365519,0.2548400712,0.0182132278,0.0300244128,0.1628040008,0.0064351161,0.0281994904,0.0735564925,0.0179904899,0.0527468636,M3,APPROVED
0.0226583697,0.0108921924,0.0130714719,0.0533766074,0.0050847235,0.0060899703,0.0085281972,0.0103619646,0.0044077258,0.0167477753,0.0179661488,0.6612529927,0.0087640163,0.0249472553,0.0753150423,0.0037994973,0.0133428872,0.0182643988,0.0086999297,0.0164288335,M3,APPROVED
0.0226583697,0.0108921924,0.0130714719,0.0533766074,0.0050847235,0.0060899703,0.0085281972,0.0103619646,0.0044077258,0.0167477753,0.0179661488,0.6612529927,0.0087640163,0.0249472553,0.0753150423,0.0037994973,0.0133428872,0.0182643988,0.0086999297,0.0164288335,M3,APPROVED
0.0338753363,0.0169067523,0.0166739615,0.0665372967,0.0084220029,0.0105325695,0.0101622814,0.0140968365,0.0131048714,0.0209949702,0.0210993318,0.3824144046,0.0191427314,0.027778175,0.1504935518,0.0062457531,0.0296562592,0.0581474305,0.0150135251,0.0787019584,M3,APPROVED
0.0226583697,0.0108921924,0.0130714719,0.0533766074,0.0050847235,0.0060899703,0.0085281972,0.0103619646,0.0044077258,0.0167477753,0.0179661488,0.6612529927,0.0087640163,0.0249472553,0.0753150423,0.0037994973,0.0133428872,0.0182643988,0.0086999297,0.0164288335,M3,APPROVED
0.0226583697,0.0108921924,0.0130714719,0.0533766074,0.0050847235,0.0060899703,0.0085281972,0.0103619646,0.0044077258,0.0167477753,0.0179661488,0.6612529927,0.0087640163,0.0249472553,0.0753150423,0.0037994973,0.0133428872,0.0182643988,0.0086999297,0.0164288335,M3,APPROVED
0.0226583697,0.0108921924,0.0130714719,0.0533766074,0.0050847235,0.0060899703,0.0085281972,0.0103619646,0.0044077258,0.0167477753,0.0179661488,0.6612529927,0.0087640163,0.0249472553,0.0753150423,0.0037994973,0.0133428872,0.0182643988,0.0086999297,0.0164288335,M3,APPROVED
0.0260952708,0.011200689,0.0077203998,0.013553257,0.0042048399,0.0074010616,0.0056932837,0.0096699335,0.0036712138,0.0078656777,0.0162588275,0.6128975464,0.0100149972,0.0308585045,0.1324317873,0.0031911033,0.0201315791,0.0460115753,0.0111463862,0.0199820663,M3,APPROVED
0.0226583697,0.0108921924,0.0130714719,0.0533766074,0.0050847235,0.0060899703,0.0085281972,0.0103619646,0.0044077258,0.0167477753,0.0179661488,0.6612529927,0.0087640163,0.0249472553,0.0753150423,0.0037994973,0.0133428872,0.0182643988,0.0086999297,0.0164288335,M3,APPROVED
0.0226583697,0.0108921924,0.0130714719,0.0533766074,0.0050847235,0.0060899703,0.0085281972,0.0103619646,0.0044077258,0.0167477753,0.0179661488,0.6612529927,0.0087640163,0.0249472553,0.0753150423,0.0037994973,0.0133428872,0.0182643988,0.0086999297,0.0164288335,M3,APPROVED
0.0226583697,0.0108921924,0.0130714719,0.0533766074,0.0050847235,0.0060899703,0.0085281972,0.0103619646,0.0044077258,0.0167477753,0.0179661488,0.6612529927,0.0087640163,0.0249472553,0.0753150423,0.0037994973,0.0133428872,0.0182643988,0.0086999297,0.0164288335,M3,APPROVED
0.0226583697,0.0108921924,0.0130714719,0.0533766074,0.0050847235,0.0060899703,0.0085281972,0.0103619646,0.0044077258,0.0167477753,0.0179661488,0.6612529927,0.0087640163,0.0249472553,0.0753150423,0.0037994973,0.0133428872,0.0182643988,0.0086999297,0.0164288335,M3,APPROVED
0.0226583697,0.0108921924,0.0130714719,0.0533766074,0.0050847235,0.0060899703,0.0085281972,0.0103619646,0.0044077258,0.0167477753,0.0179661488,0.6612529927,0.0087640163,0.0249472553,0.0753150423,0.0037994973,0.0133428872,0.0182643988,0.0086999297,0.0164288335,M3,APPROVED
0.0226583697,0.0108921924,0.0130714719,0.0533766074,0.0050847235,0.0060899703,0.0085281972,0.0103619646,0.0044077258,0.0167477753,0.0179661488,0.6612529927,0.0087640163,0.0249472553,0.0753150423,0.0037994973,0.0133428872,0.0182643988,0.0086999297,0.0164288335,M3,APPROVED
0.0226583697,0.0108921924,0.0130714719,0.0533766074,0.0050847235,0.0060899703,0.0085281972,0.0103619646,0.0044077258,0.0167477753,0.0179661488,0.6612529927,0.0087640163,0.0249472553,0.0753150423,0.0037994973,0.0133428872,0.0182643988,0.0086999297,0.0164288335,M3,APPROVED
0.0226583697,0.0108921924,0.0130714719,0.0533766074,0.0050847235,0.0060899703,0.0085281972,0.0103619646,0.0044077258,0.0167477753,0.0179661488,0.6612529927,0.0087640163,0.0249472553,0.0753150423,0.0037994973,0.0133428872,0.0182643988,0.0086999297,0.0164288335,M3,APPROVED
0.0226583697,0.0108921924,0.0130714719,0.0533766074,0.0050847235,0.0060899703,0.0085281972,0.0103619646,0.0044077258,0.0167477753,0.0179661488,0.6612529927,0.0087640163,0.0249472553,0.0753150423,0.0037994973,0.0133428872,0.0182643988,0.0086999297,0.0164288335,M3,APPROVED
0.0226583697,0.0108921924,0.0130714719,0.0533766074,0.0050847235,0.0060899703,0.0085281972,0.0103619646,0.0044077258,0.0167477753,0.0179661488,0.6612529927,0.0087640163,0.0249472553,0.0753150423,0.0037994973,0.0133428872,0.0182643988,0.0086999297,0.0164288335,M3,APPROVED
0.0226583697,0.0108921924,0.0130714719,0.0533766074,0.0050847235,0.0060899703,0.0085281972,0.0103619646,0.0044077258,0.0167477753,0.0179661488,0.6612529927,0.0087640163,0.0249472553,0.0753150423,0.0037994973,0.0133428872,0.0182643988,0.0086999297,0.0164288335,M3,APPROVED
0.0226583697,0.0108921924,0.0130714719,0.0533766074,0.0050847235,0.0060899703,0.0085281972,0.0103619646,0.0044077258,0.0167477753,0.0179661488,0.6612529927,0.0087640163,0.0249472553,0.0753150423,0.0037994973,0.0133428872,0.0182643988,0.0086999297,0.0164288335,M3,APPROVED
0.0226583697,0.0108921924,0.0130714719,0.0533766074,0.0050847235,0.0060899703,0.0085281972,0.0103619646,0.0044077258,0.0167477753,0.0179661488,0.6612529927,0.0087640163,0.0249472553,0.0753150423,0.0037994973,0.0133428872,0.0182643988,0.0086999297,0.0164288335,M3,APPROVED
0.0226583697,0.0108921924,0.0130714719,0.0533766074,0.0050847235,0.0060899703,0.0085281972,0.0103619646,0.0044077258,0.0167477753,0.0179661488,0.6612529927,0.0087640163,0.0249472553,0.0753150423,0.0037994973,0.0133428872,0.0182643988,0.0086999297,0.0164288335,M3,APPROVED
0.0226583697,0.0108921924,0.0130714719,0.0533766074,0.0050847235,0.0060899703,0.0085281972,0.0103619646,0.0044077258,0.0167477753,0.0179661488,0.6612529927,0.0087640163,0.0249472553,0.0753150423,0.0037994973,0.0133428872,0.0182643988,0.0086999297,0.0164288335,M3,APPROVED
0.0226583697,0.0108921924,0.0130714719,0.0533766074,0.0050847235,0.0060899703,0.0085281972,0.0103619646,0.0044077258,0.0167477753,0.0179661488,0.6612529927,0.0087640163,0.0249472553,0.0753150423,0.0037994973,0.0133428872,0.0182643988,0.0086999297,0.0164288335,M3,APPROVED
0.0226583697,0.0108921924,0.0130714719,0.0533766074,0.0050847235,0.0060899703,0.0085281972,0.0103619646,0.0044077258,0.0167477753,0.0179661488,0.6612529927,0.0087640163,0.0249472553,0.0753150423,0.0037994973,0.0133428872,0.0182643988,0.0086999297,0.0164288335,M3,APPROVED
0.0226583697,0.0108921924,0.0130714719,0.0533766074,0.0050847235,0.0060899703,0.0085281972,0.0103619646,0.0044077258,0.0167477753,0.0179661488,0.6612529927,0.0087640163,0.0249472553,0.0753150423,0.0037994973,0.0133428872,0.0182643988,0.0086999297,0.0164288335,M3,APPROVED
0.0226583697,0.0108921924,0.0130714719,0.0533766074,0.0050847235,0.0060899703,0.0085281972,0.0103619646,0.0044077258,0.0167477753,0.0179661488,0.6612529927,0.0087640163,0.0249472553,0.0753150423,0.0037994973,0.0133428872,0.0182643988,0.0086999297,0.0164288335,M3,APPROVED
0.0226583697,0.0108921924,0.0130714719,0.0533766074,0.0050847235,0.0060899703,0.0085281972,0.0103619646,0.0044077258,0.0167477753,0.0179661488,0.6612529927,0.0087640163,0.0249472553,0.0753150423,0.0037994973,0.0133428872,0.0182643988,0.0086999297,0.0164288335,M3,APPROVED
0.0226583697,0.0108921924,0.0130714719,0.0533766074,0.0050847235,0.0060899703,0.0085281972,0.0103619646,0.0044077258,0.0167477753,0.0179661488,0.6612529927,0.0087640163,0.0249472553,0.0753150423,0.0037994973,0.0133428872,0.0182643988,0.0086999297,0.0164288335,M3,APPROVED
0.0226583697,0.0108921924,0.0130714719,0.0533766074,0.0050847235,0.0060899703,0.0085281972,0.0103619646,0.0044077258,0.0167477753,0.0179661488,0.6612529927,0.0087640163,0.0249472553,0.0753150423,0.0037994973,0.0133428872,0.0182643988,0.0086999297,0.0164288335,M3,APPROVED
0.0386265622,0.0198620922,0.0241177113,0.0488128808,0.0084161822,0.0107769657,0.0159165113,0.0183807693,0.0073428509,0.0225303156,0.0281350647,0.2029686076,0.0191237895,0.0401303497,0.1876586001,0.0061687078,0.0397709193,0.2120621831,0.0160508027,0.033148134,Securité,APPROVED
0.0164059544,0.0087324581,0.0099138526,0.0309850687,0.0039339534,0.004814373,0.0065994469,0.0080354101,0.0034089266,0.0096460788,0.0139115142,0.7604157921,0.0077017947,0.0148617016,0.0488963877,0.0029225378,0.0117539458,0.0211197499,0.0068257744,0.009115279,M3,APPROVED
0.0226583697,0.0108921924,0.0130714719,0.0533766074,0.0050847235,0.0060899703,0.0085281972,0.0103619646,0.0044077258,0.0167477753,0.0179661488,0.6612529927,0.0087640163,0.0249472553,0.0753150423,0.0037994973,0.0133428872,0.0182643988,0.0086999297,0.0164288335,M3,APPROVED
0.0226583697,0.0108921924,0.0130714719,0.0533766074,0.0050847235,0.0060899703,0.0085281972,0.0103619646,0.0044077258,0.0167477753,0.0179661488,0.6612529927,0.0087640163,0.0249472553,0.0753150423,0.0037994973,0.0133428872,0.0182643988,0.0086999297,0.0164288335,M3,APPROVED
0.0226583697,0.0108921924,0.0130714719,0.0533766074,0.0050847235,0.0060899703,0.0085281972,0.0103619646,0.0044077258,0.0167477753,0.0179661488,0.6612529927,0.0087640163,0.0249472553,0.0753150423,0.0037994973,0.0133428872,0.0182643988,0.0086999297,0.0164288335,M3,APPROVED
